epoch,train_loss,train_mae
0,tensor(0.7207),tensor(0.7159)
1,tensor(0.7003),tensor(0.7016)
2,tensor(0.6963),tensor(0.6874)
3,tensor(0.7052),tensor(0.6822)
4,tensor(0.7058),tensor(0.6851)
5,tensor(0.6978),tensor(0.6919)
6,tensor(0.6917),tensor(0.6996)
7,tensor(0.6919),tensor(0.7052)
8,tensor(0.6956),tensor(0.7069)
9,tensor(0.6974),tensor(0.7048)
10,tensor(0.6957),tensor(0.7004)
11,tensor(0.6929),tensor(0.6952)
12,tensor(0.6914),tensor(0.6909)
13,tensor(0.6917),tensor(0.6888)
14,tensor(0.6925),tensor(0.6894)
15,tensor(0.6925),tensor(0.6920)
16,tensor(0.6919),tensor(0.6957)
17,tensor(0.6914),tensor(0.6993)
18,tensor(0.6913),tensor(0.7017)
19,tensor(0.6914),tensor(0.7022)
20,tensor(0.6911),tensor(0.7009)
21,tensor(0.6905),tensor(0.6983)
22,tensor(0.6902),tensor(0.6954)
23,tensor(0.6904),tensor(0.6931)
24,tensor(0.6909),tensor(0.6920)
25,tensor(0.6910),tensor(0.6925)
26,tensor(0.6905),tensor(0.6942)
27,tensor(0.6898),tensor(0.6965)
28,tensor(0.6896),tensor(0.6985)
29,tensor(0.6899),tensor(0.6997)
30,tensor(0.6904),tensor(0.6997)
31,tensor(0.6904),tensor(0.6985)
32,tensor(0.6900),tensor(0.6968)
33,tensor(0.6896),tensor(0.6951)
34,tensor(0.6895),tensor(0.6940)
35,tensor(0.6898),tensor(0.6939)
36,tensor(0.6900),tensor(0.6947)
37,tensor(0.6899),tensor(0.6961)
38,tensor(0.6897),tensor(0.6975)
39,tensor(0.6896),tensor(0.6983)
40,tensor(0.6896),tensor(0.6984)
41,tensor(0.6897),tensor(0.6978)
42,tensor(0.6897),tensor(0.6966)
43,tensor(0.6897),tensor(0.6955)
44,tensor(0.6896),tensor(0.6949)
45,tensor(0.6896),tensor(0.6949)
46,tensor(0.6895),tensor(0.6955)
47,tensor(0.6896),tensor(0.6964)
48,tensor(0.6896),tensor(0.6973)
49,tensor(0.6896),tensor(0.6977)
50,tensor(0.6896),tensor(0.6975)
51,tensor(0.6895),tensor(0.6970)
52,tensor(0.6895),tensor(0.6962)
53,tensor(0.6895),tensor(0.6956)
54,tensor(0.6895),tensor(0.6954)
55,tensor(0.6895),tensor(0.6957)
56,tensor(0.6895),tensor(0.6963)
57,tensor(0.6895),tensor(0.6968)
58,tensor(0.6895),tensor(0.6972)
59,tensor(0.6895),tensor(0.6972)
60,tensor(0.6895),tensor(0.6968)
61,tensor(0.6895),tensor(0.6963)
62,tensor(0.6895),tensor(0.6959)
63,tensor(0.6895),tensor(0.6958)
64,tensor(0.6895),tensor(0.6960)
65,tensor(0.6895),tensor(0.6963)
66,tensor(0.6895),tensor(0.6967)
67,tensor(0.6895),tensor(0.6969)
68,tensor(0.6895),tensor(0.6969)
69,tensor(0.6895),tensor(0.6966)
70,tensor(0.6895),tensor(0.6963)
71,tensor(0.6895),tensor(0.6961)
72,tensor(0.6895),tensor(0.6960)
73,tensor(0.6895),tensor(0.6962)
74,tensor(0.6895),tensor(0.6965)
75,tensor(0.6895),tensor(0.6967)
76,tensor(0.6895),tensor(0.6968)
77,tensor(0.6895),tensor(0.6966)
78,tensor(0.6895),tensor(0.6964)
79,tensor(0.6895),tensor(0.6962)
80,tensor(0.6895),tensor(0.6962)
81,tensor(0.6895),tensor(0.6962)
82,tensor(0.6895),tensor(0.6964)
83,tensor(0.6895),tensor(0.6966)
84,tensor(0.6895),tensor(0.6966)
85,tensor(0.6895),tensor(0.6966)
86,tensor(0.6895),tensor(0.6965)
87,tensor(0.6895),tensor(0.6963)
88,tensor(0.6895),tensor(0.6963)
89,tensor(0.6895),tensor(0.6963)
90,tensor(0.6895),tensor(0.6964)
91,tensor(0.6895),tensor(0.6965)
92,tensor(0.6895),tensor(0.6966)
93,tensor(0.6895),tensor(0.6965)
94,tensor(0.6895),tensor(0.6965)
95,tensor(0.6895),tensor(0.6964)
96,tensor(0.6895),tensor(0.6963)
97,tensor(0.6895),tensor(0.6963)
98,tensor(0.6895),tensor(0.6964)
99,tensor(0.6895),tensor(0.6965)
100,tensor(0.6895),tensor(0.6965)
101,tensor(0.6895),tensor(0.6965)
102,tensor(0.6895),tensor(0.6964)
103,tensor(0.6895),tensor(0.6964)
104,tensor(0.6895),tensor(0.6963)
105,tensor(0.6895),tensor(0.6964)
106,tensor(0.6895),tensor(0.6964)
107,tensor(0.6895),tensor(0.6965)
108,tensor(0.6895),tensor(0.6965)
109,tensor(0.6895),tensor(0.6965)
110,tensor(0.6895),tensor(0.6964)
111,tensor(0.6895),tensor(0.6964)
112,tensor(0.6895),tensor(0.6964)
113,tensor(0.6895),tensor(0.6964)
114,tensor(0.6895),tensor(0.6964)
115,tensor(0.6895),tensor(0.6965)
116,tensor(0.6895),tensor(0.6965)
117,tensor(0.6895),tensor(0.6964)
118,tensor(0.6895),tensor(0.6964)
119,tensor(0.6895),tensor(0.6964)
120,tensor(0.6895),tensor(0.6964)
121,tensor(0.6895),tensor(0.6964)
122,tensor(0.6895),tensor(0.6965)
123,tensor(0.6895),tensor(0.6965)
124,tensor(0.6895),tensor(0.6964)
125,tensor(0.6895),tensor(0.6964)
126,tensor(0.6895),tensor(0.6964)
127,tensor(0.6895),tensor(0.6964)
128,tensor(0.6895),tensor(0.6964)
129,tensor(0.6895),tensor(0.6964)
130,tensor(0.6895),tensor(0.6964)
131,tensor(0.6895),tensor(0.6964)
132,tensor(0.6895),tensor(0.6964)
133,tensor(0.6895),tensor(0.6964)
134,tensor(0.6895),tensor(0.6964)
135,tensor(0.6895),tensor(0.6964)
136,tensor(0.6895),tensor(0.6964)
137,tensor(0.6895),tensor(0.6964)
138,tensor(0.6895),tensor(0.6964)
139,tensor(0.6895),tensor(0.6964)
140,tensor(0.6895),tensor(0.6964)
141,tensor(0.6895),tensor(0.6964)
142,tensor(0.6895),tensor(0.6964)
143,tensor(0.6895),tensor(0.6964)
144,tensor(0.6895),tensor(0.6964)
145,tensor(0.6895),tensor(0.6964)
146,tensor(0.6895),tensor(0.6964)
147,tensor(0.6895),tensor(0.6964)
148,tensor(0.6895),tensor(0.6964)
149,tensor(0.6895),tensor(0.6964)
150,tensor(0.6895),tensor(0.6964)
151,tensor(0.6895),tensor(0.6964)
152,tensor(0.6895),tensor(0.6964)
153,tensor(0.6895),tensor(0.6964)
154,tensor(0.6895),tensor(0.6964)
155,tensor(0.6895),tensor(0.6964)
156,tensor(0.6895),tensor(0.6964)
157,tensor(0.6895),tensor(0.6964)
158,tensor(0.6895),tensor(0.6964)
159,tensor(0.6895),tensor(0.6964)
160,tensor(0.6895),tensor(0.6964)
161,tensor(0.6895),tensor(0.6964)
162,tensor(0.6895),tensor(0.6964)
163,tensor(0.6895),tensor(0.6964)
164,tensor(0.6895),tensor(0.6964)
165,tensor(0.6895),tensor(0.6964)
166,tensor(0.6895),tensor(0.6964)
167,tensor(0.6895),tensor(0.6964)
168,tensor(0.6895),tensor(0.6964)
169,tensor(0.6895),tensor(0.6964)
170,tensor(0.6895),tensor(0.6964)
171,tensor(0.6895),tensor(0.6964)
172,tensor(0.6895),tensor(0.6964)
173,tensor(0.6895),tensor(0.6964)
174,tensor(0.6895),tensor(0.6964)
175,tensor(0.6895),tensor(0.6964)
176,tensor(0.6895),tensor(0.6964)
177,tensor(0.6895),tensor(0.6964)
178,tensor(0.6895),tensor(0.6964)
179,tensor(0.6895),tensor(0.6964)
180,tensor(0.6895),tensor(0.6964)
181,tensor(0.6895),tensor(0.6964)
182,tensor(0.6895),tensor(0.6964)
183,tensor(0.6895),tensor(0.6964)
184,tensor(0.6895),tensor(0.6964)
185,tensor(0.6895),tensor(0.6964)
186,tensor(0.6895),tensor(0.6964)
187,tensor(0.6895),tensor(0.6964)
188,tensor(0.6895),tensor(0.6964)
189,tensor(0.6895),tensor(0.6964)
190,tensor(0.6895),tensor(0.6964)
191,tensor(0.6895),tensor(0.6964)
192,tensor(0.6895),tensor(0.6964)
193,tensor(0.6895),tensor(0.6964)
194,tensor(0.6895),tensor(0.6964)
195,tensor(0.6895),tensor(0.6964)
196,tensor(0.6895),tensor(0.6964)
197,tensor(0.6895),tensor(0.6964)
198,tensor(0.6895),tensor(0.6964)
199,tensor(0.6895),tensor(0.6964)
200,tensor(0.6895),tensor(0.6964)
201,tensor(0.6895),tensor(0.6964)
202,tensor(0.6895),tensor(0.6964)
203,tensor(0.6895),tensor(0.6964)
204,tensor(0.6895),tensor(0.6964)
205,tensor(0.6895),tensor(0.6964)
206,tensor(0.6895),tensor(0.6964)
207,tensor(0.6895),tensor(0.6964)
208,tensor(0.6895),tensor(0.6964)
209,tensor(0.6895),tensor(0.6964)
210,tensor(0.6895),tensor(0.6964)
211,tensor(0.6895),tensor(0.6964)
212,tensor(0.6895),tensor(0.6964)
213,tensor(0.6895),tensor(0.6964)
214,tensor(0.6895),tensor(0.6964)
215,tensor(0.6895),tensor(0.6964)
216,tensor(0.6895),tensor(0.6964)
217,tensor(0.6895),tensor(0.6964)
218,tensor(0.6895),tensor(0.6964)
219,tensor(0.6895),tensor(0.6964)
220,tensor(0.6895),tensor(0.6964)
221,tensor(0.6895),tensor(0.6964)
222,tensor(0.6895),tensor(0.6964)
223,tensor(0.6895),tensor(0.6964)
224,tensor(0.6895),tensor(0.6964)
225,tensor(0.6895),tensor(0.6964)
226,tensor(0.6895),tensor(0.6964)
227,tensor(0.6895),tensor(0.6964)
228,tensor(0.6895),tensor(0.6964)
229,tensor(0.6895),tensor(0.6964)
230,tensor(0.6895),tensor(0.6964)
231,tensor(0.6895),tensor(0.6964)
232,tensor(0.6895),tensor(0.6964)
233,tensor(0.6895),tensor(0.6964)
234,tensor(0.6895),tensor(0.6964)
235,tensor(0.6895),tensor(0.6964)
236,tensor(0.6895),tensor(0.6964)
237,tensor(0.6895),tensor(0.6964)
238,tensor(0.6895),tensor(0.6964)
239,tensor(0.6895),tensor(0.6964)
240,tensor(0.6895),tensor(0.6964)
241,tensor(0.6895),tensor(0.6964)
242,tensor(0.6895),tensor(0.6964)
243,tensor(0.6895),tensor(0.6964)
244,tensor(0.6895),tensor(0.6964)
245,tensor(0.6895),tensor(0.6964)
246,tensor(0.6895),tensor(0.6964)
247,tensor(0.6895),tensor(0.6964)
248,tensor(0.6895),tensor(0.6964)
249,tensor(0.6895),tensor(0.6964)
250,tensor(0.6895),tensor(0.6964)
251,tensor(0.6895),tensor(0.6964)
252,tensor(0.6895),tensor(0.6964)
253,tensor(0.6895),tensor(0.6964)
254,tensor(0.6895),tensor(0.6964)
255,tensor(0.6895),tensor(0.6964)
256,tensor(0.6895),tensor(0.6964)
257,tensor(0.6895),tensor(0.6964)
258,tensor(0.6895),tensor(0.6964)
259,tensor(0.6895),tensor(0.6964)
260,tensor(0.6895),tensor(0.6964)
261,tensor(0.6895),tensor(0.6964)
262,tensor(0.6895),tensor(0.6964)
263,tensor(0.6895),tensor(0.6964)
264,tensor(0.6895),tensor(0.6964)
265,tensor(0.6895),tensor(0.6964)
266,tensor(0.6895),tensor(0.6964)
267,tensor(0.6895),tensor(0.6964)
268,tensor(0.6895),tensor(0.6964)
