participant,min_train_loss,min_train_mae,min_train_loss_epoch,min_train_mae_epoch,end_epoch,init_src_content_0,trained_src_content_0,init_att_src_edge_0,trained_att_src_edge_0,init_src_edge_0,trained_src_edge_0,init_full_src_edge_0,trained_full_src_edge_0,init_dst_content_0,trained_dst_content_0,init_att_dst_edge_0,trained_att_dst_edge_0,init_dst_edge_0,trained_dst_edge_0,init_full_dst_edge_0,trained_full_dst_edge_0,init_att_edge_0,trained_att_edge_0,init_edge_0,trained_edge_0,init_full_edge_0,trained_full_edge_0,init_bias_0,trained_bias_0
1,0.9384806752204895,0.8394525647163391,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.4115145206451416,0.0,-1.4115145206451416,0.0,,
2,2.2752158641815186,1.452500820159912,2.0,1.0,201.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.5239011645317078,1.0,-0.5239011645317078,1.0,,
3,1.547446608543396,1.0123848915100098,3.0,3.0,202.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.4937828779220581,0.0,-0.4937828779220581,0.0,,
4,0.7139440178871155,0.6476315259933472,8.0,0.0,202.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.5703763961791992,0.0,-0.5703763961791992,0.0,,
5,0.3942151665687561,0.501294732093811,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.2674856185913086,0.0,0.2674856185913086,0.0,,
6,0.8477751612663269,0.7677876353263855,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.009610863402485847,0.0,0.009610863402485847,0.0,,
7,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.4585924446582794,-0.4585924446582794,-0.4585924446582794,-0.4585924446582794,,
8,0.08840855956077576,0.12650218605995178,5.0,4.0,204.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.7567974328994751,0.0,-0.7567974328994751,0.0,,
9,0.3840973377227783,0.5165862441062927,0.0,0.0,199.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.6461445689201355,0.0,0.6461445689201355,0.0,,
10,0.9387381672859192,0.812332034111023,2.0,0.0,201.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.5777314901351929,0.0,1.5777314901351929,0.0,,
