,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,0.2910543063613502,0.7807238138889213,-0.048075335379790564,1.3817634348589958,0.7271224005774172,-0.4560899817764434,1.1402224955772677,2.020167463414617,0.09898882581540668,1.0470529842907477,0.19519596718202226,0.189040214234179
