,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,0.12210154949218392,0.952705055482871,-0.20136640562214914,0.8040501277544556,0.062335197865524106,2.163722342485411,1.0931365938667104,1.3010771949848254,-0.038157018694683575,1.0481381760233492,0.018003468039558747,0.1649959432374323
