,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,0.016499468296991608,1.264054738526869,-0.2856688679111399,1.290455146954831,0.1447640348891432,0.9486000927025303,0.5173130353893362,3.9380903312116193,-0.005242860253408632,0.9105299424446819,0.0980606492983789,0.10411360290997357
