epoch,train_loss,train_mae
0,tensor(3.5954),tensor(1.1573)
1,tensor(1.7161),tensor(0.7610)
2,tensor(0.7962),tensor(0.6866)
3,tensor(0.6992),tensor(0.8453)
4,tensor(1.0629),tensor(0.9472)
5,tensor(1.4209),tensor(0.9703)
6,tensor(1.5173),tensor(0.9333)
7,tensor(1.3652),tensor(0.8555)
8,tensor(1.0936),tensor(0.7533)
9,tensor(0.8363),tensor(0.6866)
10,tensor(0.6834),tensor(0.6975)
11,tensor(0.6650),tensor(0.7460)
12,tensor(0.7507),tensor(0.7813)
13,tensor(0.8717),tensor(0.8205)
14,tensor(0.9577),tensor(0.8257)
15,tensor(0.9703),tensor(0.8002)
16,tensor(0.9121),tensor(0.7667)
17,tensor(0.8156),tensor(0.7348)
18,tensor(0.7227),tensor(0.6993)
19,tensor(0.6666),tensor(0.6865)
20,tensor(0.6601),tensor(0.6866)
21,tensor(0.6935),tensor(0.6992)
22,tensor(0.7414),tensor(0.7198)
23,tensor(0.7765),tensor(0.7234)
24,tensor(0.7823),tensor(0.7082)
25,tensor(0.7585),tensor(0.6899)
26,tensor(0.7184),tensor(0.6866)
27,tensor(0.6803),tensor(0.6864)
28,tensor(0.6592),tensor(0.6894)
29,tensor(0.6599),tensor(0.7087)
30,tensor(0.6766),tensor(0.7223)
31,tensor(0.6971),tensor(0.7287)
32,tensor(0.7094),tensor(0.7278)
33,tensor(0.7075),tensor(0.7202)
34,tensor(0.6936),tensor(0.7076)
35,tensor(0.6752),tensor(0.6921)
36,tensor(0.6613),tensor(0.6864)
37,tensor(0.6570),tensor(0.6865)
38,tensor(0.6620),tensor(0.6865)
39,tensor(0.6713),tensor(0.6866)
40,tensor(0.6787),tensor(0.6866)
41,tensor(0.6799),tensor(0.6865)
42,tensor(0.6747),tensor(0.6865)
43,tensor(0.6664),tensor(0.6864)
44,tensor(0.6594),tensor(0.6864)
45,tensor(0.6569),tensor(0.6875)
46,tensor(0.6590),tensor(0.6953)
47,tensor(0.6634),tensor(0.6996)
48,tensor(0.6668),tensor(0.7001)
49,tensor(0.6672),tensor(0.6969)
50,tensor(0.6646),tensor(0.6909)
51,tensor(0.6606),tensor(0.6864)
52,tensor(0.6576),tensor(0.6864)
53,tensor(0.6570),tensor(0.6864)
54,tensor(0.6584),tensor(0.6865)
55,tensor(0.6605),tensor(0.6865)
56,tensor(0.6618),tensor(0.6865)
57,tensor(0.6614),tensor(0.6865)
58,tensor(0.6597),tensor(0.6864)
59,tensor(0.6579),tensor(0.6864)
60,tensor(0.6570),tensor(0.6864)
61,tensor(0.6572),tensor(0.6863)
62,tensor(0.6582),tensor(0.6876)
63,tensor(0.6591),tensor(0.6880)
64,tensor(0.6592),tensor(0.6864)
65,tensor(0.6586),tensor(0.6864)
66,tensor(0.6576),tensor(0.6864)
67,tensor(0.6570),tensor(0.6864)
68,tensor(0.6570),tensor(0.6864)
69,tensor(0.6574),tensor(0.6864)
70,tensor(0.6579),tensor(0.6864)
71,tensor(0.6580),tensor(0.6864)
72,tensor(0.6578),tensor(0.6864)
73,tensor(0.6573),tensor(0.6864)
74,tensor(0.6570),tensor(0.6864)
75,tensor(0.6569),tensor(0.6864)
76,tensor(0.6571),tensor(0.6864)
77,tensor(0.6574),tensor(0.6864)
78,tensor(0.6575),tensor(0.6864)
79,tensor(0.6573),tensor(0.6864)
80,tensor(0.6571),tensor(0.6864)
81,tensor(0.6569),tensor(0.6864)
82,tensor(0.6569),tensor(0.6864)
83,tensor(0.6570),tensor(0.6864)
84,tensor(0.6572),tensor(0.6864)
85,tensor(0.6572),tensor(0.6864)
86,tensor(0.6571),tensor(0.6864)
87,tensor(0.6570),tensor(0.6864)
88,tensor(0.6569),tensor(0.6864)
89,tensor(0.6569),tensor(0.6864)
90,tensor(0.6570),tensor(0.6864)
91,tensor(0.6570),tensor(0.6864)
92,tensor(0.6570),tensor(0.6864)
93,tensor(0.6570),tensor(0.6864)
94,tensor(0.6569),tensor(0.6864)
95,tensor(0.6569),tensor(0.6864)
96,tensor(0.6569),tensor(0.6864)
97,tensor(0.6570),tensor(0.6864)
98,tensor(0.6570),tensor(0.6864)
99,tensor(0.6570),tensor(0.6864)
100,tensor(0.6569),tensor(0.6864)
101,tensor(0.6569),tensor(0.6864)
102,tensor(0.6569),tensor(0.6864)
103,tensor(0.6569),tensor(0.6864)
104,tensor(0.6569),tensor(0.6864)
105,tensor(0.6569),tensor(0.6864)
106,tensor(0.6569),tensor(0.6864)
107,tensor(0.6569),tensor(0.6864)
108,tensor(0.6569),tensor(0.6864)
109,tensor(0.6569),tensor(0.6864)
110,tensor(0.6569),tensor(0.6864)
111,tensor(0.6569),tensor(0.6864)
112,tensor(0.6569),tensor(0.6864)
113,tensor(0.6569),tensor(0.6864)
114,tensor(0.6569),tensor(0.6864)
115,tensor(0.6569),tensor(0.6864)
116,tensor(0.6569),tensor(0.6864)
117,tensor(0.6569),tensor(0.6864)
118,tensor(0.6569),tensor(0.6864)
119,tensor(0.6569),tensor(0.6864)
120,tensor(0.6569),tensor(0.6864)
121,tensor(0.6569),tensor(0.6864)
122,tensor(0.6569),tensor(0.6864)
123,tensor(0.6569),tensor(0.6864)
124,tensor(0.6569),tensor(0.6864)
125,tensor(0.6569),tensor(0.6864)
126,tensor(0.6569),tensor(0.6864)
127,tensor(0.6569),tensor(0.6864)
128,tensor(0.6569),tensor(0.6864)
129,tensor(0.6569),tensor(0.6864)
130,tensor(0.6569),tensor(0.6864)
131,tensor(0.6569),tensor(0.6864)
132,tensor(0.6569),tensor(0.6864)
133,tensor(0.6569),tensor(0.6864)
134,tensor(0.6569),tensor(0.6864)
135,tensor(0.6569),tensor(0.6864)
136,tensor(0.6569),tensor(0.6864)
137,tensor(0.6569),tensor(0.6864)
138,tensor(0.6569),tensor(0.6864)
139,tensor(0.6569),tensor(0.6864)
140,tensor(0.6569),tensor(0.6864)
141,tensor(0.6569),tensor(0.6864)
142,tensor(0.6569),tensor(0.6864)
143,tensor(0.6569),tensor(0.6864)
144,tensor(0.6569),tensor(0.6864)
145,tensor(0.6569),tensor(0.6864)
146,tensor(0.6569),tensor(0.6864)
147,tensor(0.6569),tensor(0.6864)
148,tensor(0.6569),tensor(0.6864)
149,tensor(0.6569),tensor(0.6864)
150,tensor(0.6569),tensor(0.6864)
151,tensor(0.6569),tensor(0.6864)
152,tensor(0.6569),tensor(0.6864)
153,tensor(0.6569),tensor(0.6864)
154,tensor(0.6569),tensor(0.6864)
155,tensor(0.6569),tensor(0.6864)
156,tensor(0.6569),tensor(0.6864)
157,tensor(0.6569),tensor(0.6864)
158,tensor(0.6569),tensor(0.6864)
159,tensor(0.6569),tensor(0.6864)
160,tensor(0.6569),tensor(0.6864)
161,tensor(0.6569),tensor(0.6864)
162,tensor(0.6569),tensor(0.6864)
163,tensor(0.6569),tensor(0.6864)
164,tensor(0.6569),tensor(0.6864)
165,tensor(0.6569),tensor(0.6864)
166,tensor(0.6569),tensor(0.6864)
167,tensor(0.6569),tensor(0.6864)
168,tensor(0.6569),tensor(0.6864)
169,tensor(0.6569),tensor(0.6864)
170,tensor(0.6569),tensor(0.6864)
171,tensor(0.6569),tensor(0.6864)
172,tensor(0.6569),tensor(0.6864)
173,tensor(0.6569),tensor(0.6864)
174,tensor(0.6569),tensor(0.6864)
175,tensor(0.6569),tensor(0.6864)
176,tensor(0.6569),tensor(0.6864)
177,tensor(0.6569),tensor(0.6864)
178,tensor(0.6569),tensor(0.6864)
179,tensor(0.6569),tensor(0.6864)
180,tensor(0.6569),tensor(0.6864)
181,tensor(0.6569),tensor(0.6864)
182,tensor(0.6569),tensor(0.6864)
183,tensor(0.6569),tensor(0.6864)
184,tensor(0.6569),tensor(0.6864)
185,tensor(0.6569),tensor(0.6864)
186,tensor(0.6569),tensor(0.6864)
187,tensor(0.6569),tensor(0.6864)
188,tensor(0.6569),tensor(0.6864)
189,tensor(0.6569),tensor(0.6864)
190,tensor(0.6569),tensor(0.6864)
191,tensor(0.6569),tensor(0.6864)
192,tensor(0.6569),tensor(0.6864)
193,tensor(0.6569),tensor(0.6864)
194,tensor(0.6569),tensor(0.6864)
195,tensor(0.6569),tensor(0.6864)
196,tensor(0.6569),tensor(0.6864)
197,tensor(0.6569),tensor(0.6864)
198,tensor(0.6569),tensor(0.6864)
199,tensor(0.6569),tensor(0.6864)
200,tensor(0.6569),tensor(0.6864)
201,tensor(0.6569),tensor(0.6864)
202,tensor(0.6569),tensor(0.6864)
203,tensor(0.6569),tensor(0.6864)
204,tensor(0.6569),tensor(0.6864)
205,tensor(0.6569),tensor(0.6864)
206,tensor(0.6569),tensor(0.6864)
207,tensor(0.6569),tensor(0.6864)
208,tensor(0.6569),tensor(0.6864)
209,tensor(0.6569),tensor(0.6864)
210,tensor(0.6569),tensor(0.6864)
211,tensor(0.6569),tensor(0.6864)
212,tensor(0.6569),tensor(0.6864)
213,tensor(0.6569),tensor(0.6864)
214,tensor(0.6569),tensor(0.6864)
215,tensor(0.6569),tensor(0.6864)
216,tensor(0.6569),tensor(0.6864)
217,tensor(0.6569),tensor(0.6864)
218,tensor(0.6569),tensor(0.6864)
219,tensor(0.6569),tensor(0.6864)
220,tensor(0.6569),tensor(0.6864)
221,tensor(0.6569),tensor(0.6864)
222,tensor(0.6569),tensor(0.6864)
223,tensor(0.6569),tensor(0.6864)
224,tensor(0.6569),tensor(0.6864)
225,tensor(0.6569),tensor(0.6864)
226,tensor(0.6569),tensor(0.6864)
227,tensor(0.6569),tensor(0.6864)
228,tensor(0.6569),tensor(0.6864)
229,tensor(0.6569),tensor(0.6864)
230,tensor(0.6569),tensor(0.6864)
231,tensor(0.6569),tensor(0.6864)
232,tensor(0.6569),tensor(0.6864)
233,tensor(0.6569),tensor(0.6864)
234,tensor(0.6569),tensor(0.6864)
235,tensor(0.6569),tensor(0.6864)
236,tensor(0.6569),tensor(0.6864)
237,tensor(0.6569),tensor(0.6864)
238,tensor(0.6569),tensor(0.6864)
239,tensor(0.6569),tensor(0.6864)
240,tensor(0.6569),tensor(0.6864)
241,tensor(0.6569),tensor(0.6864)
242,tensor(0.6569),tensor(0.6864)
243,tensor(0.6569),tensor(0.6864)
244,tensor(0.6569),tensor(0.6864)
