epoch,train_loss,train_mae
0,tensor(0.5550),tensor(0.7411)
1,tensor(0.5550),tensor(0.7411)
2,tensor(0.5550),tensor(0.7411)
3,tensor(0.5550),tensor(0.7411)
4,tensor(0.5550),tensor(0.7411)
5,tensor(0.5550),tensor(0.7411)
6,tensor(0.5550),tensor(0.7411)
7,tensor(0.5550),tensor(0.7411)
8,tensor(0.5550),tensor(0.7411)
9,tensor(0.5550),tensor(0.7411)
10,tensor(0.5550),tensor(0.7411)
11,tensor(0.5550),tensor(0.7411)
12,tensor(0.5550),tensor(0.7411)
13,tensor(0.5550),tensor(0.7411)
14,tensor(0.5550),tensor(0.7411)
15,tensor(0.5550),tensor(0.7411)
16,tensor(0.5550),tensor(0.7411)
17,tensor(0.5550),tensor(0.7411)
18,tensor(0.5550),tensor(0.7411)
19,tensor(0.5550),tensor(0.7411)
20,tensor(0.5550),tensor(0.7411)
21,tensor(0.5550),tensor(0.7411)
22,tensor(0.5550),tensor(0.7411)
23,tensor(0.5550),tensor(0.7411)
24,tensor(0.5550),tensor(0.7411)
25,tensor(0.5550),tensor(0.7411)
26,tensor(0.5550),tensor(0.7411)
27,tensor(0.5550),tensor(0.7411)
28,tensor(0.5550),tensor(0.7411)
29,tensor(0.5550),tensor(0.7411)
30,tensor(0.5550),tensor(0.7411)
31,tensor(0.5550),tensor(0.7411)
32,tensor(0.5550),tensor(0.7411)
33,tensor(0.5550),tensor(0.7411)
34,tensor(0.5550),tensor(0.7411)
35,tensor(0.5550),tensor(0.7411)
36,tensor(0.5550),tensor(0.7411)
37,tensor(0.5550),tensor(0.7411)
38,tensor(0.5550),tensor(0.7411)
39,tensor(0.5550),tensor(0.7411)
40,tensor(0.5550),tensor(0.7411)
41,tensor(0.5550),tensor(0.7411)
42,tensor(0.5550),tensor(0.7411)
43,tensor(0.5550),tensor(0.7411)
44,tensor(0.5550),tensor(0.7411)
45,tensor(0.5550),tensor(0.7411)
46,tensor(0.5550),tensor(0.7411)
47,tensor(0.5550),tensor(0.7411)
48,tensor(0.5550),tensor(0.7411)
49,tensor(0.5550),tensor(0.7411)
50,tensor(0.5550),tensor(0.7411)
51,tensor(0.5550),tensor(0.7411)
52,tensor(0.5550),tensor(0.7411)
53,tensor(0.5550),tensor(0.7411)
54,tensor(0.5550),tensor(0.7411)
55,tensor(0.5550),tensor(0.7411)
56,tensor(0.5550),tensor(0.7411)
57,tensor(0.5550),tensor(0.7411)
58,tensor(0.5550),tensor(0.7411)
59,tensor(0.5550),tensor(0.7411)
60,tensor(0.5550),tensor(0.7411)
61,tensor(0.5550),tensor(0.7411)
62,tensor(0.5550),tensor(0.7411)
63,tensor(0.5550),tensor(0.7411)
64,tensor(0.5550),tensor(0.7411)
65,tensor(0.5550),tensor(0.7411)
66,tensor(0.5550),tensor(0.7411)
67,tensor(0.5550),tensor(0.7411)
68,tensor(0.5550),tensor(0.7411)
69,tensor(0.5550),tensor(0.7411)
70,tensor(0.5550),tensor(0.7411)
