,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,-0.018240660936117977,1.1460315066875622,-0.22000310655028313,1.2321805872784315,-0.31420616468273316,1.8352193681557591,0.8124410898296985,2.2460239550558603,0.0068920147960450096,1.0281685810750587,0.08242697485820524,0.19739751796168578
