,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,-0.4672380183614193,1.3003284415513916,0.044101836105898816,0.9132746001934648,-0.26765212129057714,2.0381837078003,0.6856899484099546,2.1146908176502017,-0.0851054627717432,0.9655261047787929,0.09215478034574548,0.23798664874176959
