participant,min_train_loss,min_train_mae,min_train_loss_epoch,min_train_mae_epoch,end_epoch,init_src_content_0,trained_src_content_0,init_att_src_edge_0,trained_att_src_edge_0,init_src_edge_0,trained_src_edge_0,init_full_src_edge_0,trained_full_src_edge_0,init_dst_content_0,trained_dst_content_0,init_att_dst_edge_0,trained_att_dst_edge_0,init_dst_edge_0,trained_dst_edge_0,init_full_dst_edge_0,trained_full_dst_edge_0,init_att_edge_0,trained_att_edge_0,init_edge_0,trained_edge_0,init_full_edge_0,trained_full_edge_0,init_bias_0,trained_bias_0
1,0.9384806752204895,0.8394525647163391,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
2,2.2741165161132812,1.4406224489212036,85.0,0.0,210.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.333483338356018,1.0,1.333483338356018,,
3,1.547784447669983,1.0123848915100098,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
4,0.7139440178871155,0.648310661315918,2.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
5,0.3942151665687561,0.501294732093811,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
6,0.8477751612663269,0.7677876353263855,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
7,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
8,0.08840855956077576,0.12650218605995178,1.0,1.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
9,0.38442787528038025,0.5165862441062927,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
10,0.9387381076812744,0.8132742643356323,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
11,0.31020915508270264,0.2264014482498169,1.0,2.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
12,0.10207398980855942,0.19734880328178406,1.0,1.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
13,0.1522517204284668,0.27830493450164795,1.0,1.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
14,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
15,0.9134191870689392,0.7967386841773987,147.0,3.0,210.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.6622923612594604,1.0,0.6622923612594604,,
16,1.292765498161316,1.1192700862884521,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
17,0.08861443400382996,0.1663779765367508,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
18,0.7987496256828308,0.6829900741577148,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
19,0.7775375247001648,0.7027007937431335,100.0,0.0,210.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.256304383277893,1.0,1.256304383277893,,
20,0.7436067461967468,0.7260130643844604,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
21,0.708677351474762,0.6865193247795105,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
22,0.3650829493999481,0.4829283356666565,1.0,2.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
23,0.925999104976654,0.8330915570259094,188.0,4.0,202.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.5339686274528503,1.0,0.5339686274528503,,
24,0.19500592350959778,0.31979143619537354,1.0,0.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
25,1.3593779802322388,0.8848897814750671,156.0,4.0,226.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,3.396423578262329,1.0,3.396423578262329,,
26,0.6622547507286072,0.6413114666938782,21.0,37.0,200.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,
27,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
