,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,0.13643741151035566,1.181077110982611,-0.2765074776021931,0.6203908616930107,-0.17618802469306338,-0.2166337753898074,1.422157381300454,1.9140859094846823,-0.04984884140467412,0.943931850371422,0.10853073692359835,0.14235784124112663
