,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,0.2128208190631384,1.0898438255830794,-0.13906228302308582,1.3418301565502473,0.23708486710533885,2.6907131201897894,1.6204597106820395,1.7987806814188687,-0.008091880449776634,0.901114776867057,0.06381134023189407,0.1593735302821229
