,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,0.3820434230563196,1.1379564140907867,-0.02647203717445062,1.0941162324659315,-0.03922517759658384,1.1318188113474137,0.9819458486253207,1.9227135202624857,0.07309946193941538,0.9596041458950294,0.03809496762878073,0.248237047032287
