,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,-0.15267318473589764,1.2024391289229441,-0.017124380427880094,1.1010718559391075,0.3666401777253562,1.731719633184521,1.1877955055763658,1.3860642197984478,-0.031081072054623092,1.1239156415471032,0.09923192553477199,0.2575580039034827
