epoch,train_loss,train_mae
0,tensor(0.7918),tensor(0.7908)
1,tensor(0.7640),tensor(0.7908)
2,tensor(0.7640),tensor(0.7908)
3,tensor(0.7640),tensor(0.7908)
4,tensor(0.7640),tensor(0.7908)
5,tensor(0.7640),tensor(0.7908)
6,tensor(0.7640),tensor(0.7908)
7,tensor(0.7640),tensor(0.7908)
8,tensor(0.7640),tensor(0.7908)
9,tensor(0.7640),tensor(0.7908)
10,tensor(0.7640),tensor(0.7908)
11,tensor(0.7640),tensor(0.7908)
12,tensor(0.7640),tensor(0.7908)
13,tensor(0.7640),tensor(0.7908)
14,tensor(0.7640),tensor(0.7908)
15,tensor(0.7640),tensor(0.7908)
16,tensor(0.7640),tensor(0.7908)
17,tensor(0.7640),tensor(0.7908)
18,tensor(0.7640),tensor(0.7908)
19,tensor(0.7640),tensor(0.7908)
20,tensor(0.7640),tensor(0.7908)
21,tensor(0.7640),tensor(0.7908)
22,tensor(0.7640),tensor(0.7908)
23,tensor(0.7640),tensor(0.7908)
24,tensor(0.7640),tensor(0.7908)
25,tensor(0.7640),tensor(0.7908)
26,tensor(0.7640),tensor(0.7908)
27,tensor(0.7640),tensor(0.7908)
28,tensor(0.7640),tensor(0.7908)
29,tensor(0.7640),tensor(0.7908)
30,tensor(0.7640),tensor(0.7908)
31,tensor(0.7640),tensor(0.7908)
32,tensor(0.7640),tensor(0.7908)
33,tensor(0.7640),tensor(0.7908)
34,tensor(0.7640),tensor(0.7908)
35,tensor(0.7640),tensor(0.7908)
36,tensor(0.7640),tensor(0.7908)
37,tensor(0.7640),tensor(0.7908)
38,tensor(0.7640),tensor(0.7908)
39,tensor(0.7640),tensor(0.7908)
40,tensor(0.7640),tensor(0.7908)
41,tensor(0.7640),tensor(0.7908)
42,tensor(0.7640),tensor(0.7908)
43,tensor(0.7640),tensor(0.7908)
44,tensor(0.7640),tensor(0.7908)
45,tensor(0.7640),tensor(0.7908)
46,tensor(0.7640),tensor(0.7908)
47,tensor(0.7640),tensor(0.7908)
48,tensor(0.7640),tensor(0.7908)
49,tensor(0.7640),tensor(0.7908)
50,tensor(0.7640),tensor(0.7908)
51,tensor(0.7640),tensor(0.7908)
52,tensor(0.7640),tensor(0.7908)
53,tensor(0.7640),tensor(0.7908)
54,tensor(0.7640),tensor(0.7908)
55,tensor(0.7640),tensor(0.7908)
56,tensor(0.7640),tensor(0.7908)
57,tensor(0.7640),tensor(0.7908)
58,tensor(0.7640),tensor(0.7908)
59,tensor(0.7640),tensor(0.7908)
60,tensor(0.7640),tensor(0.7908)
61,tensor(0.7640),tensor(0.7908)
62,tensor(0.7640),tensor(0.7908)
63,tensor(0.7640),tensor(0.7908)
64,tensor(0.7640),tensor(0.7908)
65,tensor(0.7640),tensor(0.7908)
66,tensor(0.7640),tensor(0.7908)
67,tensor(0.7640),tensor(0.7908)
68,tensor(0.7640),tensor(0.7908)
69,tensor(0.7640),tensor(0.7908)
70,tensor(0.7640),tensor(0.7908)
71,tensor(0.7640),tensor(0.7908)
72,tensor(0.7640),tensor(0.7908)
73,tensor(0.7640),tensor(0.7908)
74,tensor(0.7640),tensor(0.7908)
75,tensor(0.7640),tensor(0.7908)
76,tensor(0.7640),tensor(0.7908)
77,tensor(0.7640),tensor(0.7908)
78,tensor(0.7640),tensor(0.7908)
79,tensor(0.7640),tensor(0.7908)
80,tensor(0.7640),tensor(0.7908)
81,tensor(0.7640),tensor(0.7908)
82,tensor(0.7640),tensor(0.7908)
83,tensor(0.7640),tensor(0.7908)
84,tensor(0.7640),tensor(0.7908)
85,tensor(0.7640),tensor(0.7908)
86,tensor(0.7640),tensor(0.7908)
87,tensor(0.7640),tensor(0.7908)
88,tensor(0.7640),tensor(0.7908)
89,tensor(0.7640),tensor(0.7908)
90,tensor(0.7640),tensor(0.7908)
91,tensor(0.7640),tensor(0.7908)
92,tensor(0.7640),tensor(0.7908)
93,tensor(0.7640),tensor(0.7908)
94,tensor(0.7640),tensor(0.7908)
95,tensor(0.7640),tensor(0.7908)
96,tensor(0.7640),tensor(0.7908)
97,tensor(0.7640),tensor(0.7908)
98,tensor(0.7640),tensor(0.7908)
99,tensor(0.7640),tensor(0.7908)
100,tensor(0.7640),tensor(0.7908)
101,tensor(0.7640),tensor(0.7908)
102,tensor(0.7640),tensor(0.7908)
103,tensor(0.7640),tensor(0.7908)
104,tensor(0.7640),tensor(0.7908)
105,tensor(0.7640),tensor(0.7908)
106,tensor(0.7640),tensor(0.7908)
107,tensor(0.7640),tensor(0.7908)
108,tensor(0.7640),tensor(0.7908)
109,tensor(0.7640),tensor(0.7908)
110,tensor(0.7640),tensor(0.7908)
111,tensor(0.7640),tensor(0.7908)
112,tensor(0.7640),tensor(0.7908)
113,tensor(0.7640),tensor(0.7908)
114,tensor(0.7640),tensor(0.7908)
115,tensor(0.7640),tensor(0.7908)
116,tensor(0.7640),tensor(0.7908)
117,tensor(0.7640),tensor(0.7908)
118,tensor(0.7640),tensor(0.7908)
119,tensor(0.7640),tensor(0.7908)
120,tensor(0.7640),tensor(0.7908)
121,tensor(0.7640),tensor(0.7908)
122,tensor(0.7640),tensor(0.7908)
123,tensor(0.7640),tensor(0.7908)
124,tensor(0.7640),tensor(0.7908)
125,tensor(0.7640),tensor(0.7908)
126,tensor(0.7640),tensor(0.7908)
127,tensor(0.7640),tensor(0.7908)
128,tensor(0.7640),tensor(0.7908)
129,tensor(0.7640),tensor(0.7908)
130,tensor(0.7640),tensor(0.7908)
131,tensor(0.7640),tensor(0.7908)
132,tensor(0.7640),tensor(0.7908)
133,tensor(0.7640),tensor(0.7908)
134,tensor(0.7640),tensor(0.7908)
135,tensor(0.7640),tensor(0.7908)
136,tensor(0.7640),tensor(0.7908)
137,tensor(0.7640),tensor(0.7908)
138,tensor(0.7640),tensor(0.7908)
139,tensor(0.7640),tensor(0.7908)
140,tensor(0.7640),tensor(0.7908)
141,tensor(0.7640),tensor(0.7908)
142,tensor(0.7640),tensor(0.7908)
143,tensor(0.7640),tensor(0.7908)
144,tensor(0.7640),tensor(0.7908)
145,tensor(0.7640),tensor(0.7908)
146,tensor(0.7640),tensor(0.7908)
147,tensor(0.7640),tensor(0.7908)
148,tensor(0.7640),tensor(0.7908)
149,tensor(0.7640),tensor(0.7908)
150,tensor(0.7640),tensor(0.7908)
151,tensor(0.7640),tensor(0.7908)
152,tensor(0.7640),tensor(0.7908)
153,tensor(0.7640),tensor(0.7908)
154,tensor(0.7640),tensor(0.7908)
155,tensor(0.7640),tensor(0.7908)
156,tensor(0.7640),tensor(0.7908)
157,tensor(0.7640),tensor(0.7908)
158,tensor(0.7640),tensor(0.7908)
159,tensor(0.7640),tensor(0.7908)
160,tensor(0.7640),tensor(0.7908)
161,tensor(0.7640),tensor(0.7908)
162,tensor(0.7640),tensor(0.7908)
163,tensor(0.7640),tensor(0.7908)
164,tensor(0.7640),tensor(0.7908)
165,tensor(0.7640),tensor(0.7908)
166,tensor(0.7640),tensor(0.7908)
167,tensor(0.7640),tensor(0.7908)
168,tensor(0.7640),tensor(0.7908)
169,tensor(0.7640),tensor(0.7908)
170,tensor(0.7640),tensor(0.7908)
171,tensor(0.7640),tensor(0.7908)
172,tensor(0.7640),tensor(0.7908)
173,tensor(0.7640),tensor(0.7908)
174,tensor(0.7640),tensor(0.7908)
175,tensor(0.7640),tensor(0.7908)
176,tensor(0.7640),tensor(0.7908)
177,tensor(0.7640),tensor(0.7908)
178,tensor(0.7640),tensor(0.7908)
179,tensor(0.7640),tensor(0.7908)
180,tensor(0.7640),tensor(0.7908)
181,tensor(0.7640),tensor(0.7908)
182,tensor(0.7640),tensor(0.7908)
183,tensor(0.7640),tensor(0.7908)
184,tensor(0.7640),tensor(0.7908)
185,tensor(0.7640),tensor(0.7908)
186,tensor(0.7640),tensor(0.7908)
187,tensor(0.7640),tensor(0.7908)
188,tensor(0.7640),tensor(0.7908)
189,tensor(0.7640),tensor(0.7908)
190,tensor(0.7640),tensor(0.7908)
191,tensor(0.7640),tensor(0.7908)
192,tensor(0.7640),tensor(0.7908)
