epoch,train_loss,train_mae
0,tensor(0.9730),tensor(0.8395)
1,tensor(0.9385),tensor(0.8395)
2,tensor(0.9385),tensor(0.8395)
3,tensor(0.9385),tensor(0.8395)
4,tensor(0.9385),tensor(0.8395)
5,tensor(0.9385),tensor(0.8395)
6,tensor(0.9385),tensor(0.8395)
7,tensor(0.9385),tensor(0.8395)
8,tensor(0.9385),tensor(0.8395)
9,tensor(0.9385),tensor(0.8395)
10,tensor(0.9385),tensor(0.8395)
11,tensor(0.9385),tensor(0.8395)
12,tensor(0.9385),tensor(0.8395)
13,tensor(0.9385),tensor(0.8395)
14,tensor(0.9385),tensor(0.8395)
15,tensor(0.9385),tensor(0.8395)
16,tensor(0.9385),tensor(0.8395)
17,tensor(0.9385),tensor(0.8395)
18,tensor(0.9385),tensor(0.8395)
19,tensor(0.9385),tensor(0.8395)
20,tensor(0.9385),tensor(0.8395)
21,tensor(0.9385),tensor(0.8395)
22,tensor(0.9385),tensor(0.8395)
23,tensor(0.9385),tensor(0.8395)
24,tensor(0.9385),tensor(0.8395)
25,tensor(0.9385),tensor(0.8395)
26,tensor(0.9385),tensor(0.8395)
27,tensor(0.9385),tensor(0.8395)
28,tensor(0.9385),tensor(0.8395)
29,tensor(0.9385),tensor(0.8395)
30,tensor(0.9385),tensor(0.8395)
31,tensor(0.9385),tensor(0.8395)
32,tensor(0.9385),tensor(0.8395)
33,tensor(0.9385),tensor(0.8395)
34,tensor(0.9385),tensor(0.8395)
35,tensor(0.9385),tensor(0.8395)
36,tensor(0.9385),tensor(0.8395)
37,tensor(0.9385),tensor(0.8395)
38,tensor(0.9385),tensor(0.8395)
39,tensor(0.9385),tensor(0.8395)
40,tensor(0.9385),tensor(0.8395)
41,tensor(0.9385),tensor(0.8395)
42,tensor(0.9385),tensor(0.8395)
43,tensor(0.9385),tensor(0.8395)
44,tensor(0.9385),tensor(0.8395)
45,tensor(0.9385),tensor(0.8395)
46,tensor(0.9385),tensor(0.8395)
47,tensor(0.9385),tensor(0.8395)
48,tensor(0.9385),tensor(0.8395)
49,tensor(0.9385),tensor(0.8395)
50,tensor(0.9385),tensor(0.8395)
51,tensor(0.9385),tensor(0.8395)
52,tensor(0.9385),tensor(0.8395)
53,tensor(0.9385),tensor(0.8395)
54,tensor(0.9385),tensor(0.8395)
55,tensor(0.9385),tensor(0.8395)
56,tensor(0.9385),tensor(0.8395)
57,tensor(0.9385),tensor(0.8395)
58,tensor(0.9385),tensor(0.8395)
59,tensor(0.9385),tensor(0.8395)
60,tensor(0.9385),tensor(0.8395)
61,tensor(0.9385),tensor(0.8395)
62,tensor(0.9385),tensor(0.8395)
63,tensor(0.9385),tensor(0.8395)
64,tensor(0.9385),tensor(0.8395)
65,tensor(0.9385),tensor(0.8395)
66,tensor(0.9385),tensor(0.8395)
67,tensor(0.9385),tensor(0.8395)
68,tensor(0.9385),tensor(0.8395)
69,tensor(0.9385),tensor(0.8395)
70,tensor(0.9385),tensor(0.8395)
71,tensor(0.9385),tensor(0.8395)
72,tensor(0.9385),tensor(0.8395)
73,tensor(0.9385),tensor(0.8395)
74,tensor(0.9385),tensor(0.8395)
75,tensor(0.9385),tensor(0.8395)
76,tensor(0.9385),tensor(0.8395)
77,tensor(0.9385),tensor(0.8395)
78,tensor(0.9385),tensor(0.8395)
79,tensor(0.9385),tensor(0.8395)
80,tensor(0.9385),tensor(0.8395)
81,tensor(0.9385),tensor(0.8395)
82,tensor(0.9385),tensor(0.8395)
83,tensor(0.9385),tensor(0.8395)
84,tensor(0.9385),tensor(0.8395)
85,tensor(0.9385),tensor(0.8395)
86,tensor(0.9385),tensor(0.8395)
87,tensor(0.9385),tensor(0.8395)
88,tensor(0.9385),tensor(0.8395)
89,tensor(0.9385),tensor(0.8395)
90,tensor(0.9385),tensor(0.8395)
91,tensor(0.9385),tensor(0.8395)
92,tensor(0.9385),tensor(0.8395)
93,tensor(0.9385),tensor(0.8395)
94,tensor(0.9385),tensor(0.8395)
95,tensor(0.9385),tensor(0.8395)
96,tensor(0.9385),tensor(0.8395)
97,tensor(0.9385),tensor(0.8395)
98,tensor(0.9385),tensor(0.8395)
99,tensor(0.9385),tensor(0.8395)
100,tensor(0.9385),tensor(0.8395)
101,tensor(0.9385),tensor(0.8395)
102,tensor(0.9385),tensor(0.8395)
103,tensor(0.9385),tensor(0.8395)
104,tensor(0.9385),tensor(0.8395)
105,tensor(0.9385),tensor(0.8395)
106,tensor(0.9385),tensor(0.8395)
107,tensor(0.9385),tensor(0.8395)
108,tensor(0.9385),tensor(0.8395)
109,tensor(0.9385),tensor(0.8395)
110,tensor(0.9385),tensor(0.8395)
111,tensor(0.9385),tensor(0.8395)
112,tensor(0.9385),tensor(0.8395)
113,tensor(0.9385),tensor(0.8395)
114,tensor(0.9385),tensor(0.8395)
115,tensor(0.9385),tensor(0.8395)
116,tensor(0.9385),tensor(0.8395)
117,tensor(0.9385),tensor(0.8395)
118,tensor(0.9385),tensor(0.8395)
119,tensor(0.9385),tensor(0.8395)
120,tensor(0.9385),tensor(0.8395)
121,tensor(0.9385),tensor(0.8395)
122,tensor(0.9385),tensor(0.8395)
123,tensor(0.9385),tensor(0.8395)
124,tensor(0.9385),tensor(0.8395)
125,tensor(0.9385),tensor(0.8395)
126,tensor(0.9385),tensor(0.8395)
127,tensor(0.9385),tensor(0.8395)
128,tensor(0.9385),tensor(0.8395)
129,tensor(0.9385),tensor(0.8395)
130,tensor(0.9385),tensor(0.8395)
131,tensor(0.9385),tensor(0.8395)
132,tensor(0.9385),tensor(0.8395)
133,tensor(0.9385),tensor(0.8395)
134,tensor(0.9385),tensor(0.8395)
135,tensor(0.9385),tensor(0.8395)
136,tensor(0.9385),tensor(0.8395)
137,tensor(0.9385),tensor(0.8395)
138,tensor(0.9385),tensor(0.8395)
139,tensor(0.9385),tensor(0.8395)
140,tensor(0.9385),tensor(0.8395)
141,tensor(0.9385),tensor(0.8395)
142,tensor(0.9385),tensor(0.8395)
143,tensor(0.9385),tensor(0.8395)
144,tensor(0.9385),tensor(0.8395)
145,tensor(0.9385),tensor(0.8395)
146,tensor(0.9385),tensor(0.8395)
147,tensor(0.9385),tensor(0.8395)
148,tensor(0.9385),tensor(0.8395)
149,tensor(0.9385),tensor(0.8395)
150,tensor(0.9385),tensor(0.8395)
151,tensor(0.9385),tensor(0.8395)
152,tensor(0.9385),tensor(0.8395)
153,tensor(0.9385),tensor(0.8395)
154,tensor(0.9385),tensor(0.8395)
155,tensor(0.9385),tensor(0.8395)
156,tensor(0.9385),tensor(0.8395)
157,tensor(0.9385),tensor(0.8395)
158,tensor(0.9385),tensor(0.8395)
159,tensor(0.9385),tensor(0.8395)
160,tensor(0.9385),tensor(0.8395)
161,tensor(0.9385),tensor(0.8395)
162,tensor(0.9385),tensor(0.8395)
163,tensor(0.9385),tensor(0.8395)
164,tensor(0.9385),tensor(0.8395)
165,tensor(0.9385),tensor(0.8395)
166,tensor(0.9385),tensor(0.8395)
167,tensor(0.9385),tensor(0.8395)
168,tensor(0.9385),tensor(0.8395)
169,tensor(0.9385),tensor(0.8395)
170,tensor(0.9385),tensor(0.8395)
171,tensor(0.9385),tensor(0.8395)
172,tensor(0.9385),tensor(0.8395)
173,tensor(0.9385),tensor(0.8395)
174,tensor(0.9385),tensor(0.8395)
175,tensor(0.9385),tensor(0.8395)
176,tensor(0.9385),tensor(0.8395)
177,tensor(0.9385),tensor(0.8395)
178,tensor(0.9385),tensor(0.8395)
179,tensor(0.9385),tensor(0.8395)
180,tensor(0.9385),tensor(0.8395)
181,tensor(0.9385),tensor(0.8395)
182,tensor(0.9385),tensor(0.8395)
183,tensor(0.9385),tensor(0.8395)
184,tensor(0.9385),tensor(0.8395)
185,tensor(0.9385),tensor(0.8395)
186,tensor(0.9385),tensor(0.8395)
187,tensor(0.9385),tensor(0.8395)
188,tensor(0.9385),tensor(0.8395)
189,tensor(0.9385),tensor(0.8395)
190,tensor(0.9385),tensor(0.8395)
191,tensor(0.9385),tensor(0.8395)
192,tensor(0.9385),tensor(0.8395)
193,tensor(0.9385),tensor(0.8395)
194,tensor(0.9385),tensor(0.8395)
195,tensor(0.9385),tensor(0.8395)
196,tensor(0.9385),tensor(0.8395)
197,tensor(0.9385),tensor(0.8395)
198,tensor(0.9385),tensor(0.8395)
199,tensor(0.9385),tensor(0.8395)
200,tensor(0.9385),tensor(0.8395)
