,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,0.26402973016130266,1.1875459837898938,-0.054095029822533364,1.3193827070000472,0.1730632248548126,-0.16765081278557703,0.2703811925541464,2.4891080998408093,-0.08718404066437943,0.8942616681562718,0.15424865283838465,0.08798670775583958
