epoch,train_loss,train_mae
0,tensor(2.0083),tensor(1.2887)
1,tensor(1.9912),tensor(1.2532)
2,tensor(1.9214),tensor(1.2354)
3,tensor(1.8907),tensor(1.2354)
4,tensor(1.8907),tensor(1.2354)
5,tensor(1.8907),tensor(1.2354)
6,tensor(1.8907),tensor(1.2354)
7,tensor(1.8907),tensor(1.2354)
8,tensor(1.8907),tensor(1.2354)
9,tensor(1.8907),tensor(1.2354)
10,tensor(1.8907),tensor(1.2354)
11,tensor(1.8907),tensor(1.2354)
12,tensor(1.8907),tensor(1.2354)
13,tensor(1.8907),tensor(1.2354)
14,tensor(1.8907),tensor(1.2354)
15,tensor(1.8907),tensor(1.2354)
16,tensor(1.8907),tensor(1.2354)
17,tensor(1.8907),tensor(1.2354)
18,tensor(1.8907),tensor(1.2354)
19,tensor(1.8907),tensor(1.2354)
20,tensor(1.8907),tensor(1.2354)
21,tensor(1.8907),tensor(1.2354)
22,tensor(1.8907),tensor(1.2354)
23,tensor(1.8907),tensor(1.2354)
24,tensor(1.8907),tensor(1.2354)
25,tensor(1.8907),tensor(1.2354)
26,tensor(1.8907),tensor(1.2354)
27,tensor(1.8907),tensor(1.2354)
28,tensor(1.8907),tensor(1.2354)
29,tensor(1.8907),tensor(1.2354)
30,tensor(1.8907),tensor(1.2354)
31,tensor(1.8907),tensor(1.2354)
32,tensor(1.8907),tensor(1.2354)
33,tensor(1.8907),tensor(1.2354)
34,tensor(1.8907),tensor(1.2354)
35,tensor(1.8907),tensor(1.2354)
36,tensor(1.8907),tensor(1.2354)
37,tensor(1.8907),tensor(1.2354)
38,tensor(1.8907),tensor(1.2354)
39,tensor(1.8907),tensor(1.2354)
40,tensor(1.8907),tensor(1.2354)
41,tensor(1.8907),tensor(1.2354)
42,tensor(1.8907),tensor(1.2354)
43,tensor(1.8907),tensor(1.2354)
44,tensor(1.8907),tensor(1.2354)
45,tensor(1.8907),tensor(1.2354)
46,tensor(1.8907),tensor(1.2354)
47,tensor(1.8907),tensor(1.2354)
48,tensor(1.8907),tensor(1.2354)
49,tensor(1.8907),tensor(1.2354)
50,tensor(1.8907),tensor(1.2354)
51,tensor(1.8907),tensor(1.2354)
52,tensor(1.8907),tensor(1.2354)
53,tensor(1.8907),tensor(1.2354)
54,tensor(1.8907),tensor(1.2354)
55,tensor(1.8907),tensor(1.2354)
56,tensor(1.8907),tensor(1.2354)
