epoch,train_loss,train_mae
0,tensor(0.2929),tensor(0.3317)
1,tensor(0.2927),tensor(0.3317)
2,tensor(0.2927),tensor(0.3317)
3,tensor(0.2927),tensor(0.3317)
4,tensor(0.2927),tensor(0.3317)
5,tensor(0.2927),tensor(0.3317)
6,tensor(0.2927),tensor(0.3317)
7,tensor(0.2927),tensor(0.3317)
8,tensor(0.2927),tensor(0.3317)
9,tensor(0.2927),tensor(0.3317)
10,tensor(0.2927),tensor(0.3317)
11,tensor(0.2927),tensor(0.3317)
12,tensor(0.2927),tensor(0.3317)
13,tensor(0.2927),tensor(0.3317)
14,tensor(0.2927),tensor(0.3317)
15,tensor(0.2927),tensor(0.3317)
16,tensor(0.2927),tensor(0.3317)
17,tensor(0.2927),tensor(0.3317)
18,tensor(0.2927),tensor(0.3317)
19,tensor(0.2927),tensor(0.3317)
20,tensor(0.2927),tensor(0.3317)
21,tensor(0.2927),tensor(0.3317)
22,tensor(0.2927),tensor(0.3317)
23,tensor(0.2927),tensor(0.3317)
24,tensor(0.2927),tensor(0.3317)
25,tensor(0.2927),tensor(0.3317)
26,tensor(0.2927),tensor(0.3317)
27,tensor(0.2927),tensor(0.3317)
28,tensor(0.2927),tensor(0.3317)
29,tensor(0.2927),tensor(0.3317)
30,tensor(0.2927),tensor(0.3317)
31,tensor(0.2927),tensor(0.3317)
32,tensor(0.2927),tensor(0.3317)
33,tensor(0.2927),tensor(0.3317)
34,tensor(0.2927),tensor(0.3317)
35,tensor(0.2927),tensor(0.3317)
36,tensor(0.2927),tensor(0.3317)
37,tensor(0.2927),tensor(0.3317)
38,tensor(0.2927),tensor(0.3317)
39,tensor(0.2927),tensor(0.3317)
40,tensor(0.2927),tensor(0.3317)
41,tensor(0.2927),tensor(0.3317)
42,tensor(0.2927),tensor(0.3317)
43,tensor(0.2927),tensor(0.3317)
44,tensor(0.2927),tensor(0.3317)
45,tensor(0.2927),tensor(0.3317)
46,tensor(0.2927),tensor(0.3317)
47,tensor(0.2927),tensor(0.3317)
48,tensor(0.2927),tensor(0.3317)
49,tensor(0.2927),tensor(0.3317)
50,tensor(0.2927),tensor(0.3317)
51,tensor(0.2927),tensor(0.3317)
52,tensor(0.2927),tensor(0.3317)
53,tensor(0.2927),tensor(0.3317)
54,tensor(0.2927),tensor(0.3317)
55,tensor(0.2927),tensor(0.3317)
56,tensor(0.2927),tensor(0.3317)
57,tensor(0.2927),tensor(0.3317)
58,tensor(0.2927),tensor(0.3317)
59,tensor(0.2927),tensor(0.3317)
60,tensor(0.2927),tensor(0.3317)
61,tensor(0.2927),tensor(0.3317)
62,tensor(0.2927),tensor(0.3317)
63,tensor(0.2927),tensor(0.3317)
64,tensor(0.2927),tensor(0.3317)
65,tensor(0.2927),tensor(0.3317)
66,tensor(0.2927),tensor(0.3317)
67,tensor(0.2927),tensor(0.3317)
68,tensor(0.2927),tensor(0.3317)
69,tensor(0.2927),tensor(0.3317)
70,tensor(0.2927),tensor(0.3317)
71,tensor(0.2927),tensor(0.3317)
72,tensor(0.2927),tensor(0.3317)
73,tensor(0.2927),tensor(0.3317)
74,tensor(0.2927),tensor(0.3317)
75,tensor(0.2927),tensor(0.3317)
76,tensor(0.2927),tensor(0.3317)
77,tensor(0.2927),tensor(0.3317)
78,tensor(0.2927),tensor(0.3317)
79,tensor(0.2927),tensor(0.3317)
80,tensor(0.2927),tensor(0.3317)
81,tensor(0.2927),tensor(0.3317)
82,tensor(0.2927),tensor(0.3317)
83,tensor(0.2927),tensor(0.3317)
84,tensor(0.2927),tensor(0.3317)
85,tensor(0.2927),tensor(0.3317)
86,tensor(0.2927),tensor(0.3317)
87,tensor(0.2927),tensor(0.3317)
88,tensor(0.2927),tensor(0.3317)
89,tensor(0.2927),tensor(0.3317)
90,tensor(0.2927),tensor(0.3317)
91,tensor(0.2927),tensor(0.3317)
92,tensor(0.2927),tensor(0.3317)
93,tensor(0.2927),tensor(0.3317)
94,tensor(0.2927),tensor(0.3317)
95,tensor(0.2927),tensor(0.3317)
96,tensor(0.2927),tensor(0.3317)
97,tensor(0.2927),tensor(0.3317)
98,tensor(0.2927),tensor(0.3317)
99,tensor(0.2927),tensor(0.3317)
100,tensor(0.2927),tensor(0.3317)
101,tensor(0.2927),tensor(0.3317)
102,tensor(0.2927),tensor(0.3317)
103,tensor(0.2927),tensor(0.3317)
104,tensor(0.2927),tensor(0.3317)
105,tensor(0.2927),tensor(0.3317)
106,tensor(0.2927),tensor(0.3317)
107,tensor(0.2927),tensor(0.3317)
108,tensor(0.2927),tensor(0.3317)
109,tensor(0.2927),tensor(0.3317)
110,tensor(0.2927),tensor(0.3317)
111,tensor(0.2927),tensor(0.3317)
112,tensor(0.2927),tensor(0.3317)
113,tensor(0.2927),tensor(0.3317)
114,tensor(0.2927),tensor(0.3317)
115,tensor(0.2927),tensor(0.3317)
116,tensor(0.2927),tensor(0.3317)
117,tensor(0.2927),tensor(0.3317)
118,tensor(0.2927),tensor(0.3317)
119,tensor(0.2927),tensor(0.3317)
120,tensor(0.2927),tensor(0.3317)
121,tensor(0.2927),tensor(0.3317)
122,tensor(0.2927),tensor(0.3317)
123,tensor(0.2927),tensor(0.3317)
124,tensor(0.2927),tensor(0.3317)
125,tensor(0.2927),tensor(0.3317)
126,tensor(0.2927),tensor(0.3317)
127,tensor(0.2927),tensor(0.3317)
128,tensor(0.2927),tensor(0.3317)
129,tensor(0.2927),tensor(0.3317)
130,tensor(0.2927),tensor(0.3317)
131,tensor(0.2927),tensor(0.3317)
132,tensor(0.2927),tensor(0.3317)
133,tensor(0.2927),tensor(0.3317)
134,tensor(0.2927),tensor(0.3317)
135,tensor(0.2927),tensor(0.3317)
136,tensor(0.2927),tensor(0.3317)
137,tensor(0.2927),tensor(0.3317)
138,tensor(0.2927),tensor(0.3317)
139,tensor(0.2927),tensor(0.3317)
140,tensor(0.2927),tensor(0.3317)
141,tensor(0.2927),tensor(0.3317)
142,tensor(0.2927),tensor(0.3317)
143,tensor(0.2927),tensor(0.3317)
144,tensor(0.2927),tensor(0.3317)
145,tensor(0.2927),tensor(0.3317)
146,tensor(0.2927),tensor(0.3317)
147,tensor(0.2927),tensor(0.3317)
148,tensor(0.2927),tensor(0.3317)
149,tensor(0.2927),tensor(0.3317)
150,tensor(0.2927),tensor(0.3317)
151,tensor(0.2927),tensor(0.3317)
152,tensor(0.2927),tensor(0.3317)
153,tensor(0.2927),tensor(0.3317)
154,tensor(0.2927),tensor(0.3317)
155,tensor(0.2927),tensor(0.3317)
156,tensor(0.2927),tensor(0.3317)
157,tensor(0.2927),tensor(0.3317)
158,tensor(0.2927),tensor(0.3317)
159,tensor(0.2927),tensor(0.3317)
160,tensor(0.2927),tensor(0.3317)
161,tensor(0.2927),tensor(0.3317)
162,tensor(0.2927),tensor(0.3317)
163,tensor(0.2927),tensor(0.3317)
164,tensor(0.2927),tensor(0.3317)
165,tensor(0.2927),tensor(0.3317)
166,tensor(0.2927),tensor(0.3317)
167,tensor(0.2927),tensor(0.3317)
168,tensor(0.2927),tensor(0.3317)
169,tensor(0.2927),tensor(0.3317)
170,tensor(0.2927),tensor(0.3317)
171,tensor(0.2927),tensor(0.3317)
172,tensor(0.2927),tensor(0.3317)
173,tensor(0.2927),tensor(0.3317)
174,tensor(0.2927),tensor(0.3317)
175,tensor(0.2927),tensor(0.3317)
176,tensor(0.2927),tensor(0.3317)
177,tensor(0.2927),tensor(0.3317)
178,tensor(0.2927),tensor(0.3317)
179,tensor(0.2927),tensor(0.3317)
180,tensor(0.2927),tensor(0.3317)
181,tensor(0.2927),tensor(0.3317)
182,tensor(0.2927),tensor(0.3317)
183,tensor(0.2927),tensor(0.3317)
184,tensor(0.2927),tensor(0.3317)
185,tensor(0.2927),tensor(0.3317)
186,tensor(0.2927),tensor(0.3317)
187,tensor(0.2927),tensor(0.3317)
188,tensor(0.2927),tensor(0.3317)
189,tensor(0.2927),tensor(0.3317)
190,tensor(0.2927),tensor(0.3317)
191,tensor(0.2927),tensor(0.3317)
192,tensor(0.2927),tensor(0.3317)
193,tensor(0.2927),tensor(0.3317)
194,tensor(0.2927),tensor(0.3317)
195,tensor(0.2927),tensor(0.3317)
196,tensor(0.2927),tensor(0.3317)
197,tensor(0.2927),tensor(0.3317)
198,tensor(0.2927),tensor(0.3317)
199,tensor(0.2927),tensor(0.3317)
200,tensor(0.2927),tensor(0.3317)
