participant,min_train_loss,min_train_mae,min_train_loss_epoch,min_train_mae_epoch,end_epoch,init_src_content_0,trained_src_content_0,init_att_src_edge_0,trained_att_src_edge_0,init_src_edge_0,trained_src_edge_0,init_full_src_edge_0,trained_full_src_edge_0,init_dst_content_0,trained_dst_content_0,init_att_dst_edge_0,trained_att_dst_edge_0,init_dst_edge_0,trained_dst_edge_0,init_full_dst_edge_0,trained_full_dst_edge_0,init_att_edge_0,trained_att_edge_0,init_edge_0,trained_edge_0,init_full_edge_0,trained_full_edge_0,init_bias_0,trained_bias_0
1,0.9384886622428894,0.8394525647163391,225.0,0.0,226.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.5586956143379211,-0.07367062568664551,0.5586956143379211,-0.07367062568664551,,
2,2.2741165161132812,1.4435219764709473,141.0,1.0,250.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.04186704382300377,1.3334707021713257,-0.04186704382300377,1.3334707021713257,,
3,1.5474411249160767,1.0123848915100098,119.0,0.0,256.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.6889002919197083,0.16159537434577942,0.6889002919197083,0.16159537434577942,,
4,0.7139440774917603,0.6476342082023621,108.0,7.0,226.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.980079710483551,-0.020336758345365524,0.980079710483551,-0.020336758345365524,,
5,0.3942151665687561,0.501294732093811,204.0,0.0,237.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.5313355922698975,-0.032806992530822754,-1.5313355922698975,-0.032806992530822754,,
6,0.8477751612663269,0.7675508856773376,166.0,0.0,240.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.4465920329093933,-0.04229392111301422,-0.4465920329093933,-0.04229392111301422,,
7,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.6059908866882324,-1.6059908866882324,-1.6059908866882324,-1.6059908866882324,,
8,0.08840855956077576,0.12650218605995178,161.0,2.0,256.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.21731387078762054,-0.012903924100100994,-0.21731387078762054,-0.012903924100100994,,
9,0.38318660855293274,0.510089635848999,157.0,0.0,261.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.15004360675811768,0.34815260767936707,-0.15004360675811768,0.34815260767936707,,
10,0.9387286901473999,0.8119472861289978,143.0,9.0,271.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.6535229682922363,0.031735267490148544,1.6535229682922363,0.031735267490148544,,
11,0.3102090656757355,0.22584715485572815,125.0,5.0,264.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.7355571985244751,0.0016926804091781378,0.7355571985244751,0.0016926804091781378,,
12,0.10207351297140121,0.19733218848705292,158.0,3.0,260.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.29512807726860046,0.006660661194473505,0.29512807726860046,0.006660661194473505,,
13,0.1522517204284668,0.27830493450164795,135.0,3.0,247.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.7070095539093018,0.013261016458272934,-0.7070095539093018,0.013261016458272934,,
14,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.3340395987033844,0.3340395987033844,0.3340395987033844,0.3340395987033844,,
