epoch,train_loss,train_mae
0,tensor(0.1370),tensor(1.2748)
1,tensor(1.7149),tensor(0.3783)
2,tensor(0.2115),tensor(0.5666)
3,tensor(0.4522),tensor(0.9401)
4,tensor(1.0356),tensor(0.8162)
5,tensor(0.8107),tensor(0.4280)
6,tensor(0.3060),tensor(0.1918)
7,tensor(0.1047),tensor(0.4623)
8,tensor(0.3012),tensor(0.6737)
9,tensor(0.5431),tensor(0.6635)
10,tensor(0.5314),tensor(0.4737)
11,tensor(0.3196),tensor(0.2693)
12,tensor(0.1344),tensor(0.2182)
13,tensor(0.1255),tensor(0.3665)
14,tensor(0.2506),tensor(0.4767)
15,tensor(0.3464),tensor(0.4430)
16,tensor(0.3135),tensor(0.2925)
17,tensor(0.1982),tensor(0.2099)
18,tensor(0.1128),tensor(0.2437)
19,tensor(0.1222),tensor(0.3593)
20,tensor(0.1926),tensor(0.4080)
21,tensor(0.2377),tensor(0.3830)
22,tensor(0.2116),tensor(0.2981)
23,tensor(0.1458),tensor(0.1926)
24,tensor(0.1046),tensor(0.2150)
25,tensor(0.1185),tensor(0.2573)
26,tensor(0.1596),tensor(0.2739)
27,tensor(0.1782),tensor(0.2545)
28,tensor(0.1560),tensor(0.2155)
29,tensor(0.1184),tensor(0.1938)
30,tensor(0.1025),tensor(0.2398)
31,tensor(0.1179),tensor(0.2890)
32,tensor(0.1406),tensor(0.2931)
33,tensor(0.1432),tensor(0.2546)
34,tensor(0.1242),tensor(0.1939)
35,tensor(0.1054),tensor(0.2031)
36,tensor(0.1048),tensor(0.2158)
37,tensor(0.1180),tensor(0.2218)
38,tensor(0.1268),tensor(0.2171)
39,tensor(0.1207),tensor(0.2067)
40,tensor(0.1077),tensor(0.1934)
41,tensor(0.1024),tensor(0.2082)
42,tensor(0.1084),tensor(0.2344)
43,tensor(0.1157),tensor(0.2311)
44,tensor(0.1148),tensor(0.2018)
45,tensor(0.1072),tensor(0.1935)
46,tensor(0.1022),tensor(0.2033)
47,tensor(0.1046),tensor(0.2092)
48,tensor(0.1096),tensor(0.2097)
49,tensor(0.1101),tensor(0.2048)
50,tensor(0.1057),tensor(0.1969)
51,tensor(0.1021),tensor(0.1920)
52,tensor(0.1032),tensor(0.1991)
53,tensor(0.1064),tensor(0.2014)
54,tensor(0.1070),tensor(0.1933)
55,tensor(0.1043),tensor(0.1934)
56,tensor(0.1020),tensor(0.1997)
57,tensor(0.1027),tensor(0.2035)
58,tensor(0.1047),tensor(0.2038)
59,tensor(0.1049),tensor(0.2006)
60,tensor(0.1032),tensor(0.1955)
61,tensor(0.1019),tensor(0.1908)
62,tensor(0.1025),tensor(0.1928)
63,tensor(0.1037),tensor(0.1925)
64,tensor(0.1036),tensor(0.1912)
65,tensor(0.1024),tensor(0.1954)
66,tensor(0.1019),tensor(0.1990)
67,tensor(0.1025),tensor(0.2006)
68,tensor(0.1031),tensor(0.1997)
69,tensor(0.1027),tensor(0.1969)
70,tensor(0.1020),tensor(0.1935)
71,tensor(0.1019),tensor(0.1911)
72,tensor(0.1024),tensor(0.1909)
73,tensor(0.1026),tensor(0.1918)
74,tensor(0.1022),tensor(0.1944)
75,tensor(0.1019),tensor(0.1969)
76,tensor(0.1020),tensor(0.1984)
77,tensor(0.1023),tensor(0.1981)
78,tensor(0.1023),tensor(0.1965)
79,tensor(0.1020),tensor(0.1943)
80,tensor(0.1019),tensor(0.1926)
81,tensor(0.1021),tensor(0.1921)
82,tensor(0.1022),tensor(0.1929)
83,tensor(0.1020),tensor(0.1946)
84,tensor(0.1019),tensor(0.1962)
85,tensor(0.1019),tensor(0.1971)
86,tensor(0.1020),tensor(0.1969)
87,tensor(0.1020),tensor(0.1958)
88,tensor(0.1019),tensor(0.1944)
89,tensor(0.1019),tensor(0.1933)
90,tensor(0.1020),tensor(0.1932)
91,tensor(0.1020),tensor(0.1939)
92,tensor(0.1019),tensor(0.1950)
93,tensor(0.1019),tensor(0.1960)
94,tensor(0.1019),tensor(0.1963)
95,tensor(0.1019),tensor(0.1960)
96,tensor(0.1019),tensor(0.1951)
97,tensor(0.1019),tensor(0.1943)
98,tensor(0.1019),tensor(0.1938)
99,tensor(0.1019),tensor(0.1939)
100,tensor(0.1019),tensor(0.1945)
101,tensor(0.1019),tensor(0.1953)
102,tensor(0.1019),tensor(0.1958)
103,tensor(0.1019),tensor(0.1958)
104,tensor(0.1019),tensor(0.1953)
105,tensor(0.1019),tensor(0.1947)
106,tensor(0.1019),tensor(0.1943)
107,tensor(0.1019),tensor(0.1942)
108,tensor(0.1019),tensor(0.1945)
109,tensor(0.1019),tensor(0.1950)
110,tensor(0.1019),tensor(0.1954)
111,tensor(0.1019),tensor(0.1955)
112,tensor(0.1019),tensor(0.1953)
113,tensor(0.1019),tensor(0.1949)
114,tensor(0.1019),tensor(0.1946)
115,tensor(0.1019),tensor(0.1945)
116,tensor(0.1019),tensor(0.1946)
117,tensor(0.1019),tensor(0.1949)
118,tensor(0.1019),tensor(0.1952)
119,tensor(0.1019),tensor(0.1953)
120,tensor(0.1019),tensor(0.1952)
121,tensor(0.1019),tensor(0.1949)
122,tensor(0.1019),tensor(0.1947)
123,tensor(0.1019),tensor(0.1946)
124,tensor(0.1019),tensor(0.1947)
125,tensor(0.1019),tensor(0.1949)
126,tensor(0.1019),tensor(0.1951)
127,tensor(0.1019),tensor(0.1951)
128,tensor(0.1019),tensor(0.1951)
129,tensor(0.1019),tensor(0.1949)
130,tensor(0.1019),tensor(0.1948)
131,tensor(0.1019),tensor(0.1947)
132,tensor(0.1019),tensor(0.1948)
133,tensor(0.1019),tensor(0.1950)
134,tensor(0.1019),tensor(0.1951)
135,tensor(0.1019),tensor(0.1951)
136,tensor(0.1019),tensor(0.1950)
137,tensor(0.1019),tensor(0.1949)
138,tensor(0.1019),tensor(0.1948)
139,tensor(0.1019),tensor(0.1948)
140,tensor(0.1019),tensor(0.1949)
141,tensor(0.1019),tensor(0.1950)
142,tensor(0.1019),tensor(0.1950)
143,tensor(0.1019),tensor(0.1950)
144,tensor(0.1019),tensor(0.1949)
145,tensor(0.1019),tensor(0.1949)
146,tensor(0.1019),tensor(0.1948)
147,tensor(0.1019),tensor(0.1949)
148,tensor(0.1019),tensor(0.1949)
149,tensor(0.1019),tensor(0.1950)
150,tensor(0.1019),tensor(0.1950)
151,tensor(0.1019),tensor(0.1950)
152,tensor(0.1019),tensor(0.1949)
153,tensor(0.1019),tensor(0.1949)
154,tensor(0.1019),tensor(0.1949)
155,tensor(0.1019),tensor(0.1949)
156,tensor(0.1019),tensor(0.1949)
157,tensor(0.1019),tensor(0.1950)
158,tensor(0.1019),tensor(0.1950)
159,tensor(0.1019),tensor(0.1949)
160,tensor(0.1019),tensor(0.1949)
161,tensor(0.1019),tensor(0.1949)
162,tensor(0.1019),tensor(0.1949)
163,tensor(0.1019),tensor(0.1949)
164,tensor(0.1019),tensor(0.1950)
165,tensor(0.1019),tensor(0.1949)
166,tensor(0.1019),tensor(0.1949)
167,tensor(0.1019),tensor(0.1949)
168,tensor(0.1019),tensor(0.1949)
169,tensor(0.1019),tensor(0.1949)
170,tensor(0.1019),tensor(0.1949)
171,tensor(0.1019),tensor(0.1949)
172,tensor(0.1019),tensor(0.1949)
173,tensor(0.1019),tensor(0.1949)
174,tensor(0.1019),tensor(0.1949)
175,tensor(0.1019),tensor(0.1949)
176,tensor(0.1019),tensor(0.1949)
177,tensor(0.1019),tensor(0.1949)
178,tensor(0.1019),tensor(0.1949)
179,tensor(0.1019),tensor(0.1949)
180,tensor(0.1019),tensor(0.1949)
181,tensor(0.1019),tensor(0.1949)
182,tensor(0.1019),tensor(0.1949)
183,tensor(0.1019),tensor(0.1949)
184,tensor(0.1019),tensor(0.1949)
185,tensor(0.1019),tensor(0.1949)
186,tensor(0.1019),tensor(0.1949)
187,tensor(0.1019),tensor(0.1949)
188,tensor(0.1019),tensor(0.1949)
189,tensor(0.1019),tensor(0.1949)
190,tensor(0.1019),tensor(0.1949)
191,tensor(0.1019),tensor(0.1949)
192,tensor(0.1019),tensor(0.1949)
193,tensor(0.1019),tensor(0.1949)
194,tensor(0.1019),tensor(0.1949)
195,tensor(0.1019),tensor(0.1949)
196,tensor(0.1019),tensor(0.1949)
197,tensor(0.1019),tensor(0.1949)
198,tensor(0.1019),tensor(0.1949)
199,tensor(0.1019),tensor(0.1949)
200,tensor(0.1019),tensor(0.1949)
201,tensor(0.1019),tensor(0.1949)
202,tensor(0.1019),tensor(0.1949)
203,tensor(0.1019),tensor(0.1949)
204,tensor(0.1019),tensor(0.1949)
205,tensor(0.1019),tensor(0.1949)
206,tensor(0.1019),tensor(0.1949)
207,tensor(0.1019),tensor(0.1949)
208,tensor(0.1019),tensor(0.1949)
209,tensor(0.1019),tensor(0.1949)
210,tensor(0.1019),tensor(0.1949)
211,tensor(0.1019),tensor(0.1949)
212,tensor(0.1019),tensor(0.1949)
213,tensor(0.1019),tensor(0.1949)
214,tensor(0.1019),tensor(0.1949)
215,tensor(0.1019),tensor(0.1949)
216,tensor(0.1019),tensor(0.1949)
217,tensor(0.1019),tensor(0.1949)
218,tensor(0.1019),tensor(0.1949)
219,tensor(0.1019),tensor(0.1949)
220,tensor(0.1019),tensor(0.1949)
221,tensor(0.1019),tensor(0.1949)
222,tensor(0.1019),tensor(0.1949)
223,tensor(0.1019),tensor(0.1949)
224,tensor(0.1019),tensor(0.1949)
225,tensor(0.1019),tensor(0.1949)
226,tensor(0.1019),tensor(0.1949)
227,tensor(0.1019),tensor(0.1949)
228,tensor(0.1019),tensor(0.1949)
229,tensor(0.1019),tensor(0.1949)
230,tensor(0.1019),tensor(0.1949)
231,tensor(0.1019),tensor(0.1949)
232,tensor(0.1019),tensor(0.1949)
233,tensor(0.1019),tensor(0.1949)
234,tensor(0.1019),tensor(0.1949)
235,tensor(0.1019),tensor(0.1949)
236,tensor(0.1019),tensor(0.1949)
237,tensor(0.1019),tensor(0.1949)
238,tensor(0.1019),tensor(0.1949)
239,tensor(0.1019),tensor(0.1949)
240,tensor(0.1019),tensor(0.1949)
241,tensor(0.1019),tensor(0.1949)
242,tensor(0.1019),tensor(0.1949)
243,tensor(0.1019),tensor(0.1949)
244,tensor(0.1019),tensor(0.1949)
245,tensor(0.1019),tensor(0.1949)
246,tensor(0.1019),tensor(0.1949)
247,tensor(0.1019),tensor(0.1949)
248,tensor(0.1019),tensor(0.1949)
249,tensor(0.1019),tensor(0.1949)
250,tensor(0.1019),tensor(0.1949)
251,tensor(0.1019),tensor(0.1949)
252,tensor(0.1019),tensor(0.1949)
253,tensor(0.1019),tensor(0.1949)
254,tensor(0.1019),tensor(0.1949)
255,tensor(0.1019),tensor(0.1949)
256,tensor(0.1019),tensor(0.1949)
257,tensor(0.1019),tensor(0.1949)
258,tensor(0.1019),tensor(0.1949)
259,tensor(0.1019),tensor(0.1949)
260,tensor(0.1019),tensor(0.1949)
261,tensor(0.1019),tensor(0.1949)
