,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,0.19247968343757677,0.99191164241357,0.174692710799885,1.318570956165744,0.5732159351436941,0.8869341828588123,0.899483206548726,1.5778497411392522,-0.029684993758124067,1.1332805553826177,0.09172309743553192,0.1621228266498067
