,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,0.0005194543373953336,1.1642026837968662,-0.31744647072637233,1.0606661217912534,-0.3394049075487821,0.7269961154814388,1.028773991329871,1.9572919096203254,-0.10216058943119824,0.8455024420508761,0.09762473457398939,0.2033497022769292
