participant,min_train_loss,min_train_mae,min_train_loss_epoch,min_train_mae_epoch,end_epoch,init_src_content_0,trained_src_content_0,init_att_src_edge_0,trained_att_src_edge_0,init_src_edge_0,trained_src_edge_0,init_full_src_edge_0,trained_full_src_edge_0,init_dst_content_0,trained_dst_content_0,init_att_dst_edge_0,trained_att_dst_edge_0,init_dst_edge_0,trained_dst_edge_0,init_full_dst_edge_0,trained_full_dst_edge_0,init_att_edge_0,trained_att_edge_0,init_edge_0,trained_edge_0,init_full_edge_0,trained_full_edge_0,init_bias_0,trained_bias_0
1,0.784149706363678,0.7388160824775696,188.0,19.0,281.0,1.0,-0.48137763142585754,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.6538002490997314,0.6260676980018616,1.6538002490997314,0.6260676980018616,,
2,1.855399489402771,1.1488782167434692,188.0,4.0,280.0,1.0,-0.6845734715461731,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.12221036851406097,0.16458983719348907,0.12221036851406097,0.16458983719348907,,
3,0.24205029010772705,0.1164545789361,242.0,15.0,243.0,1.0,-3.9966893196105957,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.16155549883842468,-0.06788240373134613,0.16155549883842468,-0.06788240373134613,,
4,0.7112209796905518,0.60517817735672,201.0,13.0,272.0,1.0,0.9426138401031494,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.6857420206069946,-0.01475682482123375,-0.6857420206069946,-0.01475682482123375,,
5,0.3936994969844818,0.3632540702819824,166.0,13.0,269.0,1.0,0.9807965755462646,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.21160888671875,-0.019824814051389694,1.21160888671875,-0.019824814051389694,,
6,0.725646436214447,0.7804350256919861,150.0,7.0,276.0,1.0,0.02606595680117607,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.089523196220398,-0.0008713352726772428,-1.089523196220398,-0.0008713352726772428,,
7,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.3791547417640686,0.3791547417640686,0.3791547417640686,0.3791547417640686,,
8,0.08831030130386353,0.0758405402302742,254.0,39.0,283.0,1.0,0.9931264519691467,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.597840666770935,-0.0002562152221798897,-1.597840666770935,-0.0002562152221798897,,
9,0.3820825517177582,0.50618976354599,239.0,37.0,278.0,1.0,0.9683762788772583,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0298341512680054,0.3511153757572174,1.0298341512680054,0.3511153757572174,,
10,0.9321970343589783,0.6236254572868347,118.0,3.0,248.0,1.0,0.9181519150733948,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.5526757836341858,0.06254544109106064,-0.5526757836341858,0.06254544109106064,,
11,0.309926301240921,0.12631680071353912,214.0,36.0,283.0,1.0,0.9879739880561829,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.371382474899292,0.0034999491181224585,1.371382474899292,0.0034999491181224585,,
12,0.10185534507036209,0.19079168140888214,289.0,61.0,292.0,1.0,0.9884506464004517,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.7046080231666565,0.010387694463133812,0.7046080231666565,0.010387694463133812,,
13,0.15209108591079712,0.20379361510276794,134.0,37.0,292.0,1.0,0.9905833005905151,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.272212266921997,-0.01565888151526451,1.272212266921997,-0.01565888151526451,,
14,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.02150597795844078,0.02150597795844078,0.02150597795844078,0.02150597795844078,,
15,0.8934688568115234,0.7820478677749634,217.0,4.0,281.0,1.0,0.7796943187713623,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.7008647918701172,0.6594162583351135,-1.7008647918701172,0.6594162583351135,,
16,1.282765507698059,1.1192700862884521,112.0,0.0,263.0,1.0,-5.83573353196698e-07,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.04251641035079956,8.938381483858393e-07,0.04251641035079956,8.938381483858393e-07,,
17,0.08735327422618866,0.1471938192844391,152.0,40.0,272.0,1.0,0.9360721707344055,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.3200884163379669,0.022542517632246017,0.3200884163379669,0.022542517632246017,,
18,0.7930363416671753,0.4597904086112976,173.0,2.0,285.0,1.0,0.9334278106689453,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.6215237379074097,-0.00906979851424694,0.6215237379074097,-0.00906979851424694,,
19,0.7297406792640686,0.7209146022796631,171.0,3.0,261.0,1.0,0.5363243818283081,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0099843740463257,0.23825395107269287,1.0099843740463257,0.23825395107269287,,
20,0.6106202602386475,0.7390743494033813,203.0,5.0,264.0,1.0,0.2846553325653076,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.6338823437690735,0.01259193941950798,0.6338823437690735,0.01259193941950798,,
21,0.6938298344612122,0.685703456401825,167.0,5.0,287.0,1.0,0.8251566886901855,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.9674181938171387,0.04488292336463928,-0.9674181938171387,0.04488292336463928,,
22,0.3622836768627167,0.42513683438301086,142.0,31.0,272.0,1.0,0.9445433020591736,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.6565109491348267,-0.0743522047996521,-1.6565109491348267,-0.0743522047996521,,
23,0.8227236866950989,0.647249698638916,124.0,19.0,268.0,1.0,0.33536654710769653,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.681153655052185,0.21351446211338043,1.681153655052185,0.21351446211338043,,
24,0.19330190122127533,0.3173753619194031,232.0,94.0,281.0,1.0,0.9419646263122559,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.34186962246894836,0.015040709637105465,0.34186962246894836,0.015040709637105465,,
25,1.3418511152267456,0.948196530342102,145.0,12.0,276.0,1.0,0.6569618582725525,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.8938767910003662,1.8738194704055786,-0.8938767910003662,1.8738194704055786,,
26,0.6606478095054626,0.5381218194961548,180.0,2.0,273.0,1.0,0.9617652297019958,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.1057075262069702,0.041539985686540604,1.1057075262069702,0.041539985686540604,,
27,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.7430413365364075,0.7430413365364075,0.7430413365364075,0.7430413365364075,,
28,0.14959174394607544,0.28957846760749817,152.0,2.0,258.0,1.0,0.9257797002792358,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.3019691705703735,0.018154017627239227,1.3019691705703735,0.018154017627239227,,
29,0.21611933410167694,0.30218666791915894,186.0,16.0,283.0,1.0,0.9831448793411255,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.29697251319885254,0.12964417040348053,0.29697251319885254,0.12964417040348053,,
