participant,min_train_loss,min_train_mae,min_train_loss_epoch,min_train_mae_epoch,end_epoch,init_src_content_0,trained_src_content_0,init_src_content_1,trained_src_content_1,init_att_src_edge_0,trained_att_src_edge_0,init_src_edge_0,trained_src_edge_0,init_full_src_edge_0,trained_full_src_edge_0,init_dst_content_0,trained_dst_content_0,init_att_dst_edge_0,trained_att_dst_edge_0,init_dst_edge_0,trained_dst_edge_0,init_full_dst_edge_0,trained_full_dst_edge_0,init_att_edge_0,trained_att_edge_0,init_edge_0,trained_edge_0,init_full_edge_0,trained_full_edge_0,init_bias_0,trained_bias_0
69,0.004546057432889938,0.0612541064620018,207.0,38.0,272.0,-0.09565142542123795,-8.371546745300293,-1.395608901977539,-6.030900001525879,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.0053071975708008,-1.0053071975708008,-1.0053071975708008,-1.0053071975708008,,
70,1.9363418817520142,1.3915250301361084,0.0,0.0,199.0,-0.9901014566421509,-0.9901014566421509,-0.43592485785484314,-0.43592485785484314,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.42639678716659546,0.42639678716659546,0.42639678716659546,0.42639678716659546,,
71,0.1265166997909546,0.2642291188240051,157.0,31.0,251.0,1.2252798080444336,0.925225555896759,1.045135498046875,1.045135498046875,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.5703957676887512,-0.5703957676887512,-0.5703957676887512,-0.5703957676887512,,
72,0.006438732147216797,0.06775368750095367,610.0,57.0,611.0,-1.121217131614685,-11.279182434082031,0.9714118242263794,-8.546446800231934,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.7597942352294922,-0.8848474025726318,0.7597942352294922,-0.8848474025726318,,
73,0.08834585547447205,0.21030588448047638,253.0,116.0,353.0,0.2425633668899536,-18.265636444091797,-1.4035874605178833,-3.586834669113159,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.1920824497938156,-5.813421726226807,0.1920824497938156,-5.813421726226807,,
74,0.25256797671318054,0.21470580995082855,269.0,36.0,271.0,-0.22025656700134277,-0.22025656700134277,-0.9218405485153198,0.9911070466041565,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.08754460513591766,-4.558219909667969,0.08754460513591766,-4.558219909667969,,
75,0.020423822104930878,0.08423908799886703,340.0,313.0,428.0,-0.3747895061969757,-28.231584548950195,-0.47941887378692627,-5.7918901443481445,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.6561737656593323,-6.049154281616211,0.6561737656593323,-6.049154281616211,,
76,0.008209542371332645,0.08635994791984558,239.0,34.0,285.0,0.6408092975616455,0.6408092975616455,-1.3790866136550903,0.993613064289093,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.5878236293792725,-0.5878236293792725,-0.5878236293792725,-0.5878236293792725,,
77,9.339109396933054e-08,0.00018057836859952658,992.0,992.0,992.0,0.19891288876533508,-175.5614776611328,-0.03492540866136551,-0.05937524139881134,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.1373445987701416,-1.1373445987701416,-1.1373445987701416,-1.1373445987701416,,
78,0.05537408962845802,0.21912892162799835,307.0,173.0,343.0,-0.12590038776397705,-27.800350189208984,1.2848939895629883,-12.515469551086426,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.24604405462741852,-0.24604405462741852,-0.24604405462741852,-0.24604405462741852,,
79,0.12217215448617935,0.18922893702983856,254.0,33.0,259.0,-1.2500447034835815,-1.2500447034835815,-0.5668474435806274,0.988677442073822,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.2139090299606323,-1.3601702451705933,1.2139090299606323,-1.3601702451705933,,
80,0.3103411793708801,0.4775088429450989,175.0,63.0,293.0,-1.1524813175201416,-8.656445503234863,-0.837487518787384,1.0830409526824951,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.1303808689117432,14.41397762298584,-1.1303808689117432,14.41397762298584,,
81,0.037348028272390366,0.1486695110797882,310.0,139.0,323.0,0.17681175470352173,-23.710908889770508,1.2123173475265503,-5.3502116203308105,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.6264207363128662,-8.296381950378418,0.6264207363128662,-8.296381950378418,,
82,0.45725110173225403,0.35587599873542786,1034.0,25.0,1042.0,0.5350270867347717,-1.0872409343719482,0.47404128313064575,0.8290717601776123,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.425295352935791,104.51470184326172,1.425295352935791,104.51470184326172,,
83,,,,,,0.4643060266971588,0.4643060266971588,0.5901684761047363,0.5901684761047363,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.12693166732788086,0.12693166732788086,0.12693166732788086,0.12693166732788086,,
84,0.4660918712615967,0.5151604413986206,183.0,26.0,219.0,-0.2292839139699936,-0.2292839139699936,0.3641708493232727,0.8041733503341675,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.5181833505630493,-5.555934429168701,1.5181833505630493,-5.555934429168701,,
85,0.2232402116060257,0.3991728723049164,173.0,19.0,232.0,0.2825544774532318,0.2825544774532318,1.0431368350982666,0.9058856964111328,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.7354326844215393,-0.7354326844215393,-0.7354326844215393,-0.7354326844215393,,
86,,,,,,0.6641680598258972,0.6641680598258972,-0.9766810536384583,-0.9766810536384583,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.03249114751815796,0.03249114751815796,0.03249114751815796,0.03249114751815796,,
87,0.022814178839325905,0.14412981271743774,237.0,41.0,247.0,-1.279212236404419,-1.279212236404419,-1.078287959098816,0.9944711327552795,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.008453369140625,1.008453369140625,1.008453369140625,1.008453369140625,,
88,0.04241751506924629,0.16613297164440155,195.0,30.0,296.0,-1.211411714553833,-3.9498965740203857,-0.7451500296592712,-1.9264156818389893,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.022322177886963,-1.022322177886963,-1.022322177886963,-1.022322177886963,,
89,0.10067431628704071,0.27893781661987305,270.0,145.0,398.0,-0.40709370374679565,-26.809419631958008,-1.084559440612793,-5.7804694175720215,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.6532543897628784,-5.3522467613220215,0.6532543897628784,-5.3522467613220215,,
90,0.1718263328075409,0.27024078369140625,187.0,13.0,210.0,-0.11714884638786316,-0.11714884638786316,1.3487929105758667,0.985209047794342,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.9841367602348328,-5.021358013153076,0.9841367602348328,-5.021358013153076,,
