,train_avg_pred-true,train_avg_MAE,val_avg_pred-true,val_avg_MAE,param_0,param_1,param_0,param_1,param_0_mean_trained,param_1_mean_trained,param_0_std_trained,param_1_std_trained
0,-0.1340941242578309,1.16084261012474,-0.16459717977042182,1.0266183172573748,-0.5514638277579395,0.01636472770159318,1.4701842130092766,1.2078098501945493,0.0339601896550141,0.9715208862496981,0.1480891116811014,0.030591815372478338
